stars,date,review,sentiment_label,review_length
5.0,2023-07-23,가슴 이야기 감동 주변 추천,1,38
5.0,2023-07-21,재미 감동 느끼 있,1,19
5.0,2023-07-19,베스트셀러 있 알 재미 읽,1,37
5.0,2023-07-19,내용 재미있,1,10
5.0,2023-07-18,오랜만 마음 몽글,1,14
5.0,2023-07-18,오랜만 이야기,1,12
5.0,2023-07-15,아이 원하 구입,1,13
5.0,2023-07-14,재밌 보,1,11
5.0,2023-07-14,지인 추천 책 사 읽,1,23
5.0,2023-07-13,감동 울 좋,1,19
5.0,2023-07-13,배송 빠르 포장 힐링,1,23
5.0,2023-07-09,자극 소재 없 힐링 때 편하 읽 있 책,1,41
5.0,2023-07-06,코로나 시국 때 일어나 이야기 공감 재미있 읽히 쉬,1,48
5.0,2023-07-05,잔잔하 읽 좋 책,1,12
5.0,2023-07-05,어른,1,15
5.0,2023-07-02,힐링 힐링,1,10
5.0,2023-07-02,시간 가 모르 읽,1,16
3.75,2023-06-30,감동 재밌,0,14
5.0,2023-06-29,주변 소소하 일상 그리 공감 가 내용,1,28
5.0,2023-06-28,앉 자리 끝 읽 감동,1,29
5.0,2023-06-26,잼 있 아이 읽,1,16
5.0,2023-06-25,일반 시민 애환 녹이 쓰 재밌 이야기,1,33
5.0,2023-06-25,재미있 감동 책,1,15
5.0,2023-06-25,소소하 이야기 감동,1,14
5.0,2023-06-25,생각 재미있 읽,1,15
5.0,2023-06-24,읽 넘어가,1,11
5.0,2023-06-21,오랜만 가슴 재미있 한숨 읽,1,31
5.0,2023-06-21,다음 작품 기다리 작품 주변 있 하 이야기 공감 되 동화,1,64
5.0,2023-06-21,세대 보 있 책 같 구입,1,17
5.0,2023-06-20,재미있 읽 구매,1,14
5.0,2023-06-20,재밌 따듯하 청파동 들리 자리 서 불편 편의점 읽 동안 행복,1,78
3.75,2023-06-16,읽 책 권하 정도,0,29
5.0,2023-06-16,초등 학년 여아 좋,1,15
5.0,2023-06-16,공감 얘기 많,1,13
3.75,2023-06-15,가슴 먹먹하 이야기 읽,0,17
5.0,2023-06-13,끌리 제목 구매 재밌 공감 가 내용,1,38
5.0,2023-06-09,재미있 보,1,11
5.0,2023-06-08,인연 고리 최고 선물 슬픔 감동 잼 있 보,1,42
5.0,2023-06-07,마음 책 기대 되,1,30
5.0,2023-06-06,시간 가 모르 보,1,15
5.0,2023-06-05,재밌 보,1,18
5.0,2023-06-05,읽 읽 맘 느끼,1,21
5.0,2023-06-03,힐링 좋 책 추천,1,22
5.0,2023-05-31,아이 재미 있,1,13
5.0,2023-05-30,어른 어른 등장 책,1,19
5.0,2023-05-30,술 술 술 재미나 읽히 소설,1,21
5.0,2023-05-30,재밌,1,14
5.0,2023-05-28,베스트셀러 이유 있 좋,1,21
5.0,2023-05-25,편의점 베스트셀러 참치 김밥 참깨 참이슬,1,28
5.0,2023-05-23,추천 구매 추천 이유 있 재미있 읽,1,36
5.0,2023-05-22,시간 가 모르 읽,1,18
5.0,2023-05-22,이야기 힐링 자체,1,18
5.0,2023-05-21,다 읽 이유 있,1,16
5.0,2023-05-20,재 있 읽,1,10
5.0,2023-05-20,읽 하 재밌,1,14
5.0,2023-05-19,배송 빠르 좋 재미나,1,20
5.0,2023-05-18,다양 사람 관하 이야기 소소하 재밌,1,26
5.0,2023-05-18,읽 마음,1,15
5.0,2023-05-18,재밌 하 사 재미있 친숙 편의점 소재 하 좋,1,50
5.0,2023-05-17,,1,23
5.0,2023-05-17,,1,23
5.0,2023-05-17,,1,23
5.0,2023-05-17,읽히 재밌,1,11
5.0,2023-05-16,평범하 읽히 매력,1,17
5.0,2023-05-16,힘들 짜증 나 나날 연속 힐링,1,23
5.0,2023-05-16,책 읽히 재밌 이해도,1,26
5.0,2023-05-15,감명 깊 읽,1,13
5.0,2023-05-15,감명 깊 읽,1,11
5.0,2023-05-12,재밌,1,4
5.0,2023-05-12,추천 소설,1,17
5.0,2023-05-12,인사이트 있 책,1,19
5.0,2023-05-11,힘들 시기 읽 좋 책 마음,1,29
5.0,2023-05-11,최근 머리 재밌 책 읽 마음 나아지 편안 넘,1,61
5.0,2023-05-10,재밌 읽,1,12
5.0,2023-05-09,좋 책 세권 사람 위하 필요 같 구매 신청,1,41
5.0,2023-05-09,재미있 읽 있,1,17
5.0,2023-05-09,읽 시간 가 재밌,1,16
3.75,2023-05-08,순식간 읽 내려가,0,11
5.0,2023-05-06,은퇴 점주 노숙자 단기 알바 찾 손 통하 인생 깊이 새기 있 재미있 작품,1,67
5.0,2023-05-05,좋 책 같,1,10
3.75,2023-05-03,주인공 마지막 기대 소설 힐링 보 하,0,45
5.0,2023-05-03,재미있 읽 선물 주 사,1,23
5.0,2023-05-03,깔끔 읽히 소설책,1,18
5.0,2023-05-03,읽히 눈물 나오,1,15
5.0,2023-05-03,소설 읽히,1,12
5.0,2023-05-02,감동 소설,1,12
5.0,2023-05-02,감동 책 아이 읽,1,26
3.75,2023-05-02,재밌 내용 중간 반전 있 내용 현실 묘사 되 같,0,43
5.0,2023-04-30,읽히 내용 맘 들,1,17
5.0,2023-04-30,하루 읽 재미있,1,18
5.0,2023-04-30,재밌 최고,1,11
5.0,2023-04-30,많 교훈 책,1,19
5.0,2023-04-29,감사 좋 작품 좋 글 읽 있,1,38
5.0,2023-04-28,읽히 책 추리 소설 느낌 책 선호 마음 독서,1,66
5.0,2023-04-27,재미있 읽,1,11
5.0,2023-04-24,아이 읽 하 사,1,14
5.0,2023-04-24,아이 읽 하 사,1,13
5.0,2023-04-21,편하 읽 있 이여기,1,18
5.0,2023-04-20,공감 가슴 좋 책 읽 기대,1,42
5.0,2023-04-18,편의점 운영 입장 공감 많 내용 재밌,1,37
5.0,2023-04-18,인기 있 알 격하 감동 곁 일어나 일 같 감동,1,49
5.0,2023-04-17,퇴근 후 들리 있 불편 편의점 있,1,31
5.0,2023-04-17,오랜만 읽 책 읽 시작 재미있 시간 가 모르,1,39
5.0,2023-04-16,보 내용 재밌 주문 며칠 읽 재밌 읽 동안 울 아이 읽 추천,1,104
5.0,2023-04-16,재미있 읽 편하 읽 있,1,26
5.0,2023-04-15,넘어가 앉 자리 읽,1,25
5.0,2023-04-15,순식간 읽 재밌,1,16
5.0,2023-04-15,가슴 봄날 벗꽃 글 감동 깊 읽 구매,1,42
5.0,2023-04-15,세상 살아가 사람 이유 삷 가치 배우 되,1,39
5.0,2023-04-14,읽히 베스트샐러 이유 있,1,23
3.75,2023-04-14,부르 내용,0,11
5.0,2023-04-14,재미있 읽히,1,14
5.0,2023-04-13,읽 추천 읽,1,29
5.0,2023-04-13,내용 흥미 재밌 알,1,24
5.0,2023-04-12,재밌 읽 친구 선물,1,19
5.0,2023-04-11,생각 하 소설,1,21
5.0,2023-04-09,베스트셀러 연령대 읽히 가족 읽,1,48
5.0,2023-04-09,힐링 재미있,1,11
5.0,2023-04-09,세상 마음 소재 잼 있 읽,1,44
5.0,2023-04-09,아이 읽 좋,1,15
5.0,2023-04-08,따뜻하 이야기 좋,1,13
5.0,2023-04-07,읽 하 읽 책 있,1,22
5.0,2023-04-07,읽 하 빠르 배송 감사 설레 안 구매 읽 책 보 읽,1,52
5.0,2023-04-06,불편 편의점 마음 생각 잼 있 읽,1,38
5.0,2023-04-06,공부 도움 되,1,23
5.0,2023-04-05,우정 역사 최고,1,20
5.0,2023-04-05,동네 근처 배경 하 좋,1,23
5.0,2023-04-03,아들 읽 주문,1,20
5.0,2023-04-03,가슴 내용 책 주변 책 속 인물 있 같,1,47
3.75,2023-04-03,책 읽 마음 세상,0,28
5.0,2023-04-02,시간 가 모르 재미있 마지막 부분 마음 울리,1,39
5.0,2023-04-02,읽 기대,1,16
5.0,2023-04-01,봄날 마음 책,1,17
2.5,2023-03-31,재미있 부분 있 어쩌 종이 채우 부분 있 읽 팔,0,50
3.75,2023-03-30,재밌 인터넷 소설 읽 느낌 구매,0,36
5.0,2023-03-30,오랜만 재미있 읽 있 소설,1,24
5.0,2023-03-28,시간 가 모르 읽,1,17
5.0,2023-03-28,불편 편의점 재미있,1,16
5.0,2023-03-28,불편 편의점 재밌,1,13
5.0,2023-03-28,헤어 샵 비치 책 읽 되 뒷 내용 궁금하 주문 순식간 완 독,1,57
5.0,2023-03-27,불편 편의점 재미있,1,15
5.0,2023-03-27,불편 편의점 재밋,1,13
5.0,2023-03-27,재미있,1,11
5.0,2023-03-26,기준 남 없 읽히,1,24
5.0,2023-03-26,재밌 반전 엄청나 재밌 책,1,28
5.0,2023-03-26,학교 선생 추천 도서 구매 읽,1,26
5.0,2023-03-26,읽,1,11
5.0,2023-03-25,내용 구성,1,10
5.0,2023-03-24,내용 공감 되 가슴,1,23
5.0,2023-03-24,배송 빠르 재미 있,1,12
5.0,2023-03-23,삶 관계 맺 관계 소통 알리 좋,1,52
5.0,2023-03-23,재밌 선물,1,11
5.0,2023-03-23,읽 재밌 선물,1,13
5.0,2023-03-23,도서관 빌리 대출 구매 소장,1,41
5.0,2023-03-23,책 손 놓 재밌 읽,1,24
5.0,2023-03-23,읽 미소 읽 있 책 책 덮 미소 있 책,1,51
5.0,2023-03-22,고등학교 선정 학생 읽히 좋 책,1,29
5.0,2023-03-21,재밌,1,4
5.0,2023-03-21,기대,1,10
5.0,2023-03-20,소소하 재미 힐링,1,10
5.0,2023-03-20,마음 힐링 소설,1,18
5.0,2023-03-20,갖 좋,1,11
5.0,2023-03-20,재미있 구성 같,1,16
5.0,2023-03-20,읽,1,14
5.0,2023-03-20,재미있 다음 얘기 나오 궁금하,1,27
5.0,2023-03-20,지인 쥴 선물 구입 따뜻하 이야기,1,29
5.0,2023-03-20,마음 책,1,14
5.0,2023-03-18,읽히 마음 속 남 책 생각 책 읽 좋 책 같 편의점 마주치 사람 모습 주변 스치 지나가 사람 보이 하,1,110
5.0,2023-03-18,내용 빠르 읽 있 구매 읽,1,30
5.0,2023-03-18,좋 책 읽,1,16
5.0,2023-03-17,하루 되 읽 감동 포인트 있 재밌,1,35
5.0,2023-03-17,재미있 순식간 읽,1,18
5.0,2023-03-15,최고 작품 가슴 희노애락 느끼 있 좋,1,43
5.0,2023-03-15,봄 어울리,1,19
5.0,2023-03-15,재밌 재밌 문장 재밌 캐릭터,1,23
5.0,2023-03-14,재밋 읽,1,12
5.0,2023-03-14,재미있 읽,1,12
5.0,2023-03-12,읽히 결론 당황,1,23
5.0,2023-03-12,들여다보 각자 사정 있 불편 편의점 읽 타인 들이 보 여유 생기 용기 내 타인 만나 가 용기 내 타인 만나 가,1,96
5.0,2023-03-12,배송 빠르 재미있,1,13
5.0,2023-03-11,일상 생활 접하 있 소재 같 작가 시선 풀어내 같 감동 느끼 있,1,76
5.0,2023-03-11,읽 도서관 순서 오 기다리 참 북 읽 읽 힐링 마음 온기 느끼 마음 좋 느끼 좋 책 읽 되 좋 시간,1,117
5.0,2023-03-11,편안 읽 좋 책,1,15
5.0,2023-03-11,눈물 나 진도 나가 힘들 정도 되 살아가 사람 괜찮 토 기분 웃기 울리 한마디 정신 차리,1,114
5.0,2023-03-09,이야기 재밌 글 읽,1,19
5.0,2023-03-09,읽,1,12
5.0,2023-03-09,넘어가 약 힐링 있,1,23
5.0,2023-03-09,읽 되 소설,1,14
5.0,2023-03-08,책 읽,1,15
5.0,2023-03-08,읽 책,1,16
5.0,2023-03-08,베스트셀러 사 재밌 읽,1,22
5.0,2023-03-08,선물 구매 표지 에디션 이쁘 선물 사람 좋아하,1,39
5.0,2023-03-08,재밌 읽 강력 추천,1,23
5.0,2023-03-08,딸아이 구입 하 읽 주 재밌 어리 때 읽 오쿠다 히데오 기억 나,1,60
5.0,2023-03-07,편의점 가 독고 카운터 계시 같,1,32
5.0,2023-03-07,좋,1,10
5.0,2023-03-06,가슴 책,1,14
5.0,2023-03-06,가슴 따땃 책,1,18
5.0,2023-03-06,시간 가 모르 읽,1,16
5.0,2023-03-06,읽 하 좋,1,18
5.0,2023-03-05,서점 보 평 좋 구입,1,22
5.0,2023-03-04,추천,1,10
3.75,2023-03-04,재미 있 읽,0,16
5.0,2023-03-04,재미있,1,5
5.0,2023-03-04,배송 좋 책 펴 읽,1,30
5.0,2023-03-04,재미 감동 좋,1,16
5.0,2023-03-04,표지 감동 재밌 보,1,17
5.0,2023-03-04,펼치 멈추 끝 보 되,1,24
5.0,2023-03-03,내용 좋 배송 빨 소 읽,1,17
5.0,2023-03-03,엄마 요청 구매 재밌 하,1,27
5.0,2023-03-03,힐링 스토리 읽,1,15
5.0,2023-03-02,드라마 보 같 대한민국 세상 구석 전체 보 같 군상 이야기 접하 시간 가 모르 읽 소설,1,93
5.0,2023-03-02,책 속 다음 이야기 완 독 스토리 소설 현실 일어나 이야기 다가오 읽,1,82
5.0,2023-03-01,힘들 코로나 시절 힘들 버티 알 하 공간 공간 있 마음 인간 주 감동 스토리,1,88
3.75,2023-02-28,내용 읽,0,15
5.0,2023-02-28,덕분 아이 읽,1,15
5.0,2023-02-28,어머니 드리 구매 재미있 같,1,26
5.0,2023-02-27,마음 후기 보 말 어울리 책 에피소드 하나하나 마음 사람 때 읽 도움 같 읽,1,115
5.0,2023-02-27,오랜만 마음 따듯하 소설,1,23
5.0,2023-02-27,재미있 책,1,10
5.0,2023-02-27,기대 이상 재미 지,1,15
5.0,2023-02-27,베스트셀러 재밌,1,13
5.0,2023-02-26,동화 같 이야기 조금 손 현실 속 연대 있 현실 가능 이야기,1,63
5.0,2023-02-26,편하 읽 좋 책 공감 되 가슴 감동 있,1,41
5.0,2023-02-26,와이프 선물 재미있 주문 하,1,36
3.75,2023-02-25,읽 글 이유 모르 마음 힐링 느낌 오랜만 카페 커피 한잔 하 책 읽 여유 가지,0,85
5.0,2023-02-24,내용,1,16
5.0,2023-02-24,감동 곁들이 흥미진진하 힐링 소설 마음 보 좋,1,39
5.0,2023-02-24,책 재밌 인쇄 이상 책 수평 맞 기울 있 파 본 같,1,62
5.0,2023-02-23,다양 사연 가지 인물 삶 통하 책 읽 스스로 돌이키 되 독고 에피소드 놀라 울 즐거움 놀라움 감동 조언 있 책,1,125
5.0,2023-02-23,인터넷 소설 같 느낌 힐링 재밌 읽 좋 같,1,49
5.0,2023-02-23,따뜻하 드라마 보 기분,1,17
5.0,2023-02-23,재미있 읽 사람 사람 대하 이야기 인생 살 필요 부분 이야기 있 생각 드 좋 책,1,68
5.0,2023-02-23,힐링 시간 마음,1,19
5.0,2023-02-23,베스트셀러 이유 있,1,13
5.0,2023-02-23,좋 하,1,15
5.0,2023-02-22,내용 좋 읽 딸아이 읽 좋,1,30
5.0,2023-02-22,책 보 소설 처음 접하 걱정 고민 시간 낭비 읽 순간 주인공 상황 대입 느끼 일상 내용 비하 몰입 엄청나 책 책 내 감사 추천 미용실 사장 감사,1,152
5.0,2023-02-22,생각 재밌,1,15
3.75,2023-02-22,여운 남 감동 있 현실 일 일어나,0,33
5.0,2023-02-21,재밌 읽,1,14
5.0,2023-02-21,책 상태 빠르 배송 만족,1,25
5.0,2023-02-21,읽 하 종이 책 보 하 구매,1,37
5.0,2023-02-21,책 읽 동안 힐링 자체,1,18
5.0,2023-02-21,정독 읽 좋,1,15
5.0,2023-02-21,마음 힐링,1,16
5.0,2023-02-21,관심 있 책 구입,1,16
3.75,2023-02-21,마음 책,0,11
5.0,2023-02-20,도움 되 책 추천,1,19
5.0,2023-02-20,추천 구매 빠르 배송 감사,1,25
5.0,2023-02-19,마음 글,1,15
5.0,2023-02-19,베스트셀러 구매 재미있 같,1,22
3.75,2023-02-19,읽 편하 신기하,0,13
2.5,2023-02-19,읽 때 보 좋,0,18
5.0,2023-02-19,가슴 힐링 책 재미있 읽,1,41
5.0,2023-02-19,아이 학교 읽 읽 하 구매 재미 있 읽,1,45
5.0,2023-02-18,재미 감동 있 좋,1,19
5.0,2023-02-18,넘기 때 다음 이야기,1,27
5.0,2023-02-17,재밌 읽히,1,14
5.0,2023-02-17,재미있,1,10
5.0,2023-02-17,재밌 읽,1,14
5.0,2023-02-17,전자책 보,1,10
5.0,2023-02-16,재밌 힐링,1,12
5.0,2023-02-16,고민 하 고르 책 재미있,1,27
5.0,2023-02-16,인간미 독보 작품,1,21
5.0,2023-02-16,재미있 보 같,1,13
5.0,2023-02-16,인물 살아가 내용 공감 되 힐링,1,28
5.0,2023-02-16,아이 좋아하,1,13
5.0,2023-02-15,불편 편의점 인기 많,1,15
5.0,2023-02-15,세상 마음 사람 많 살 세상 책 마음 챙기,1,59
3.75,2023-02-15,읽 책 읽 오랜만 사 읽 좋,0,36
5.0,2023-02-15,추천 구매 빠르 배송 감사,1,23
5.0,2023-02-15,세상 눈 보,1,16
5.0,2023-02-14,자신 몰두 나머지 생각 남 표현 잊 본인 입장 상대방 표현 이해 생각 같 사건 시점 표현 책 구성 덕분 각자 입장 존재 이해 위하 서로 소통 필요 사실 되,1,211
5.0,2023-02-14,인물 주변 접하 있 사연 공감 집 앞 불편 편의점 있 좋,1,65
5.0,2023-02-14,기대 되 보,1,16
5.0,2023-02-14,삶 희망 보이 시기 느끼 작 일 살 시간,1,61
5.0,2023-02-14,독고 만나 생각 들 소설 알 많 위로 되 책,1,54
5.0,2023-02-13,편의점 요즘 많 의미 없 곳 편 지 있 가,1,48
5.0,2023-02-13,정 선 영향 읽 봄날 같,1,26
5.0,2023-02-13,일상 속 피어나 감동 이야기,1,18
3.75,2023-02-13,후반 가 뻔하 내용 유명 보 갠 생각,0,48
5.0,2023-02-13,재미있 짱,1,14
5.0,2023-02-13,선물 칭찬 책 모두 재밌 읽 책,1,38
5.0,2023-02-13,읽 읽히,1,16
5.0,2023-02-13,읽,1,15
5.0,2023-02-12,가슴 작품,1,14
5.0,2023-02-09,따뜻하 드라마 보 기분,1,17
5.0,2023-02-09,베스트셀러 하 사 하 이야기,1,28
3.75,2023-02-09,읽 좋,0,10
5.0,2023-02-09,생각 이야기 구성 조금 진행 결말,1,34
5.0,2023-02-09,앞부분 읽 내용 알차 집중 읽 정도 몰입도 높,1,47
5.0,2023-02-08,재미있 읽,1,12
5.0,2023-02-08,가족 재미있 보 같,1,16
5.0,2023-02-08,재밌 읽,1,11
5.0,2023-02-07,교보문고 배송 최고 만족,1,19
5.0,2023-02-07,좋 단골 이제 부자 마인드,1,29
5.0,2023-02-07,재밌 읽,1,12
5.0,2023-02-07,좋 책 선물 행복,1,13
5.0,2023-02-07,마음 감동 밀려오,1,19
5.0,2023-02-06,등장인물 이야기 재미있 읽 내려가 만들,1,32
5.0,2023-02-06,표지 예쁘 고독 우정 대하 흥미 풀리 책,1,40
5.0,2023-02-06,시간 가 모르 읽,1,15
5.0,2023-02-06,웃음 있 감동 주 편하 읽 있 좋,1,32
5.0,2023-02-05,가슴 책,1,18
5.0,2023-02-05,편안 읽 좋 책 이솝 우화 느낌,1,22
5.0,2023-02-05,유명 책 사 읽히 아끼 읽 되 책,1,43
5.0,2023-02-05,아이 낳 오랜만 책 읽 손 놓 재밌 읽 따뜻하 감동 있 지치 마음 힐링 기분,1,70
5.0,2023-02-04,감동 있 책 오랜만 읽 책 좋,1,33
5.0,2023-02-04,재 있 읽 좋,1,13
5.0,2023-02-03,민들레 바람 씨앗 날리 같 관계 소통 사랑 살아가 있 힘 이어지 불편 편의점 사람 인사 드리 감사,1,99
5.0,2023-02-03,인기 많 이유 알,1,15
5.0,2023-02-03,많 감동 공감 가 좋 책 읽 위하 직원 구입 만족 생각,1,60
5.0,2023-02-03,시간 없 읽 기대,1,26
5.0,2023-02-02,독서량 부족 주문 만족 바라,1,26
5.0,2023-02-01,재미있 일상 이야기 독고 행복,1,28
5.0,2023-02-01,유명 작 이유 있 감명 깊 읽,1,28
5.0,2023-02-01,코로나 이후 추천 선물 책 햄 들 지치 하,1,47
5.0,2023-02-01,재밌 힐링,1,12
5.0,2023-02-01,감명 깊 읽,1,11
5.0,2023-01-31,가슴 이야기 재미있 보,1,28
5.0,2023-01-31,읽히 책 남녀노소 부담 읽 있,1,37
5.0,2023-01-31,끝나 때 읽히,1,23
5.0,2023-01-31,이야기 흐름 구성 좋,1,15
5.0,2023-01-30,딸 읽 구입,1,17
5.0,2023-01-30,시간 읽 마스크 해제 되 날 기념,1,34
5.0,2023-01-30,좋 책 추천,1,14
5.0,2023-01-30,책 표지 맘 들 책장 펴 넘어가,1,42
5.0,2023-01-30,재밌 감동 소설 보,1,21
5.0,2023-01-30,재미나 책 아이 소통 시도 가족 대화 도전,1,50
5.0,2023-01-30,재미있 읽,1,12
5.0,2023-01-30,읽히 가독성 재미 이야기 보,1,36
5.0,2023-01-29,편의점 일상 속 생활,1,15
5.0,2023-01-28,술 읽히 재미 감동 힐링 되 책 읽 책 크 감동 여운 남 벚꽃 반짝이 마음 희망 되,1,77
5.0,2023-01-28,서점 읽 재밌 같 구입,1,32
3.75,2023-01-28,도서관 빌리 기다리 차례 오 구입 읽 사람 찾 책 보 코로나 겪 갈망 사회 모습 알 되 크 감동,0,108
5.0,2023-01-28,완 독,1,19
5.0,2023-01-28,베스트셀러 이유 있 추천,1,20
5.0,2023-01-27,재미나 감동,1,12
5.0,2023-01-27,읽 전 이번 책 읽 목표 책 기대,1,49
