stars,date,review
4,2026-02-23,"⭐️⭐️⭐️⭐️ / 4 stars The Second Chance Convenience Store is a novel about a convenience store and both its workers and customers. “They say they have the right to do whatever they want, but hey, that's not how life works. Life's not meant to be comfortable and convenient all the time.” I hadn’t heard about this book before seeing it in the Waterstones, but it reminded me of Before the Coffee Gets Cold , which was a book I enjoyed, and it made me want to dive into this one. The book is short and quick, but beautiful, nonetheless. I loved how every chapter was focussed on a different person, often being in a different POV as well, but how it still all connected to each other and how it still was told chronologically. It was a lot of fun to see how all the characters tied together and how the convenience store was the centre of it all. I did feel like the ending was a bit anticlimactic. I loved the stories told and somehow, the ending and last chapter felt flat and a bit out of place somehow with the rest of the book. Overall, The Second Chance Convenience Store was a beautiful book about life itself with a beautiful message."
4,2026-05-27,"➺ 4/5🌟 It might seem lighthearted and cozy at first glance, but it unexpectedly packed a strong punch. In a sense, it's also not wrong to call it lighthearted and cozy because of the writing structure, but it definitely has something deeper than just rainbows and sunshine. The theme focused on the warmth and kindness, hope and second chances. But it also shown the regrets, the real life struggles with family and career and the attempt to wade through life with its contradictory pace, from slow moments to sudden changes happening right before our eyes. The story wasn't presented in a gloomy and despondent atmosphere so it didn't feel dark and triggering, but it will still surely hit you hard emotionally. No matter which stage of life you are in, something in here will connect with you. The quietness and gentleness of the narrative is what makes this soothing. The story is predictable but that's what this is about. Realism. Sometimes, life will take you on a roller coaster ride but in the end, life is predictable. You can feel the realistic element of it through every character. I'm used to reading translated Japanese literature and rarely pick up Korean literature. I guess, I'll be changing it now."
5,2025-10-10,"""Il minimarket della signora Yeom"" Questo libro è una carezza, un abbraccio, un esempio di altruismo, un modo per trasmettere che in un momento difficile basta che qualcuno ti tenda una mano, fai un salto sull'altra riva del fiume senza annegare nella tua disperazione. È così che a volte ci si può salvare: superi un ponte, trovi un rifugio, caldo e sicuro. È la storia di un uomo, di un caso, un destino che chiude una porta e ne apre un'altra. Una donna che lo accoglie, che crede in lui, malgrado l'apparenza. Gli apre porte che lui credeva chiuse per sempre. La sua fiducia gli ridà il coraggio di vivere, di andare avanti. È attesa, pazienza, ricerca, ai cui confini si ferma a riflettere. Ma è anche libertà, di tornare, libertà di scegliere di andare via, di chiudere col passato, forse dimenticandolo. Ma davvero si dimentica ciò che non si vuole ricordare? Ciò da cui si fugge? Leggetelo e lo scoprirete.. consigliato!! ⭐️⭐️⭐️⭐️⭐️"
5,2026-02-06,"5 !! actually this made me emotional havent felt like this in a while. had me looking out my window for an hour thinking about every decision i made that led me to today and how i am waisting my life just like that. i feel like crying throwing up but i dont know how to anymore. My tears wouldn’t stop. I was ashamed, but I resolved to live. I decided to bear my guilt. I would offer help when necessary, share what I could, and not live solely for myself. I would use my skills, once meant only for my survival, for the benefit of others. I would seek out my family and apologize. If they refused to see me, I would respect their decision and live with the consequences. Holding on to the belief that life had meaning and must go on, I, too, would carry on."
3,2026-05-28,«فروشگاه فرصت دوباره» داستان آدم‌هایی‌ست که هرکدام به شکلی درگیر گذشته، انتخاب‌ها و فرصت‌های ازدست‌رفته‌ی زندگی‌شان هستند و مسیرشان به فروشگاهی گره می‌خورد که قرار است نقطه‌ای برای تغییر و شروع دوباره باشد. وقتی اسم یک کتاب حول‌وحوش فروشگاه، کتابفروشی یا فضاهایی شبیه به این باشد، ناخودآگاه انتظار دارم اتمسفر آن مکان به بخشی مهم از داستان تبدیل شود؛ جایی که بتوان بوی کتاب‌ها، سکوت قفسه‌ها یا حس‌وحال آن فضا را لمس کرد. متاسفانه این کتاب برای من در این بخش چندان موفق نبود و آن فضاسازی‌ای که انتظارش را داشتم، به‌خوبی شکل نگرفت. داستان در ابتدا ایده جالبی داشت و شخصیت‌ها هم نسبتا خوب پرداخت شده بودند؛ طوری که ارتباط گرفتن با آدم‌های داستان راحت‌تر از ارتباط گرفتن با فضای کلی کتاب بود. اما هرچه به پایان نزدیک‌تر می‌شد، قصه بیش از حد اغراق‌آمیز شد و بعضی اتفاقات دیگر آن حس باورپذیری اولیه را نداشتند. در مجموع، کتاب بدی نبود و شخصیت‌پردازی قابل قبولی داشت، اما برای من بیشتر یک کتاب معمولی بود تا اثری ماندگار.
3,2024-06-06,"Leído en el club de lectura Coquette, al principio se me hizo algo soso, luego aburrido, sin embargo el último capítulo me hizo entender todos los demás. El libro me ha dejado una sensación de calidez y de fe en la humanidad que ayuda a ver lo positivo incluso en tiempos difíciles donde esta humanidad brilla por su ausencia. En el libro hay varias menciones al alcohol que, a mí siendo sensible con el tema, me resultaron algo incómodas, demuestra que la sustentación del ser humano ante los problemas con esa adicción no sirve de nada, aún así, pese a que creo que no está bien justificar las acciones que algunos hacen por esto, creo que las explica bastante bien y el trasfondo te ayuda a entender que la sociedad asiática que vive para trabajar y no al revés tiene que sustentarse de alguna manera."
4,2025-11-03,"When a homeless man returns retired history teacher and owner of a convenience store Mrs. Yeom’s lost purse intact, she’s intrigued. She offers him food and a drink, and soon, a job as night manager of her store, despite the opposition and concern from the other two employees. Dok-go is an alcoholic, and cannot remember his past life. However, Mrs. Yeom’s faith in him and the regular routines and responsibilities of the managing the store help the big bear of a man begin putting his life back together. He meets and befriends some customers, who become regulars, and through his own efforts to rehabilitate himself, discovers strength in himself, and begins sharing some of the simple wisdom he’s taken from his second chance, opening up the lives of his regulars. He also becomes protective of the store and of Mrs. Yeom, whose son cannot seem to make anything of his life. This is a heartwarming, quiet story of people finding hope, and meeting challenges in their lives. Its measured pacing does not provide great or surprising revelations, but I enjoyed the way Mrs. Yeom took a chance on a stranger, which paid off for her store, and in the lives of her and some of the customers."
4,2024-05-13,"3,5/4 ⭐️ Wereldbibliotheek komt met healing fiction - romans waarin iemand een tweede kans krijgt, opbloeit, heelt. In dit Zuid-Koreaanse verhaal is het een zwerver die in een buurtwinkel komt te werken, als hij het tasje van de eigenares heeft teruggestolen. Wat volgen niet alleen hem, ook andere medewerkers en mensen om en in de winkel. Erg fijn. Niet high literatuur zoals ik ook graag lees, maar toch wel aardig. Een soort feelgood met een literair randje."
4,2026-05-05,"Wurde tatsächlich von Kapitel zu Kapitel besser, am Ende bei der Auflösung quasi dann auch noch richtig spannend. Jedes Kapitel zeigt eine andere Person die in dem Laden aus unterschiedlichen Gründen einkaufen geht und mit dem Protagonisten eine eigene positive Erfahrung macht. Cozy würde ich die Lese-Experience aber nicht beschreiben, hab was Anderes erwartet. Neokapitalistische Lohnsklavenmatrix hittet auf jeden Fall Mal wieder anders in Südkorea."
4,2024-06-07,Pokrzepiająca lektura.
5,2026-05-27,"“Healing fiction”, wat een passende naam voor deze stijl. Gewoon een boek waar dingen goedkomen en mensen mensen zijn. Leest makkelijk weg."
5,2025-01-31,"Ogni tanto ci vuole un libro “coccola”. E questo libro lo è. Come già capitato con un altro titolo, per me la scrittura asiatica è relax, quotidianità, serenità, l’affrontare i problemi con un occhio diverso. E l’ultimo capitolo, con Dokko a parlare, chiude il cerchio della sua storia in modo perfetto."
4,2024-07-22,"Een perfect boek om in de zomer te lezen. Het is een slice-of-life-verhaal waarin je een kijkje krijgt bij een buurtwinkel en hoe één goede daad zoveel meer levens kan beïnvloeden dan alleen die van de direct betrokkenen. Daarnaast laat het zien wat de kracht is van oprechte interesse in mensen, hen aandacht geven en soms alleen een luisterend oor bieden. Een echt feelgood-boek dat je, ondanks het langzame tempo, blijft boeien. Ik geef het 4 sterren. Ik verbaasde me erover dat, ondanks dat er eigenlijk niet veel heftige dingen gebeuren in het boek, het toch mijn aandacht wist te grijpen."
5,2026-06-17,"I really enjoyed this book. It was such a cute, fun read. I loved the storyline and the characters. I thought it was well written. I would definitely recommend this book."
4,2026-04-27,"Probably more 4 stars but I liked it really much. Read it one setting on the airplane. This was so cutesy, sweet but also sad and not super realistic. I almost teared up at the end because I thought that the main character was going to commit suicide. I liked the life lessons that are conveyed in this book!"
3,2026-04-09,3.5/5 ⭐⭐⭐💫 90% Hallmark 10% Beautiful literature
5,2022-10-18,"Minimarket Yang Merepotkan by Kim Ho-yeon This is an advanced readers copy from @penerbitharu This review will contain some spoiler Awal cerita kita akan ditempatkan di sebuah kereta. Seorang nenek yg kehilangan pouch nya kebingungan tidak tahu dimana ia menghilangkannya. Lalu seseorang menelfon, ternyata yg menemukannya adalah seorang tunawisma yg berada di stasiun Seoul. Dari satu pertemuan inilah kisah dalam buku ini dimulai, kisah tentang pertemuan seorang tunawisma dan orang-orang didalamnya yg berhasil mengubah hidup masing-masing. Dari seorang pegawai wanita yg sedang mempersiapkan ujian CPNS, seorang ibu-ibu tua yg angkuh dan keras kepala, seorang laki-laki tukang mabuk, dan banyak lagi, sampai akhirnya kisah dibalik seorang tunawisma dan masa lalu kelam yg membuatnya trauma dan hilang ingatan. Tiap kisah dalam buku ini begitu hangat dan menyentuh hati, bahkan bikin aku nangis, teringat dengan perjuangan dalam kerasnya hidup. Ada disuatu titik dimana kita ingin sekali melupakan beratnya beban hidup yg kita alami, ingin sekali mengakhiri semuanya dengan mati. Tapi semuanya sebenarnya bisa kita atasi jika kita memiliki seseorang untuk diajak komunikasi. Aku suka banget sama buku ini, terimakasih banyak kepada @penerbitharu telah memberikan kesempatan untuk aku bisa membaca buku ini terlebih dahulu, buku ini buku yg sangat indah dan heartwarming banget! Kalian semua bisa baca buku ini setelah rilis nanti, dijamin kalian bakal suka dengan perjalanan kisahnya. 🥹 My rate is 5 of 5 stars"
4,2025-04-16,"""سأعيش متذكراً أنّ الحياة تستمر بطريقة ما، فقط إذا أصبحت ذات معنى."" 📖 متجر البقالة المزعج-كيم هو يون الرسالة الأساسية التي تحملها هذه الرواية هي it's never too late على الاعتراف بالأخطاء وإعادة بدء العلاقات من جديد وبناء جسور التواصل والحوار مع المقربين منا من خلال فهم مخاوفهم وآلامهم الناتجة ورؤية الأمور من منظورهم، من خلال قصة ""دوكغو"" المتشرّد الغامض الذي توظفه مالكة متجر بقالة كموظف مبيعات بدوام ليلي لمكافئته على إعادة محفظتها المسروقة. ""دوكغو"" الفاقد لذاكرته يقوم بمساعدة سكان الحي المترددين على المتجر الصغير، الذين يعانون من مشاكل اجتماعية وأسرية، وسنعرف سبب هذا في النهاية. في الرواية أيضاً انتقاد لفساد المجتمع الطبي الكوري، ولرغبة الكثير في الكوريين في الربح السريع وكسب الأموال ولو عن طريق الفساد. لكن ما كان مزعجاً في الرواية هو إصرار الكاتبة على تذكيرنا في كل قسم أن دوكغو يشبه دباً قطبياً من ناحية السلوك والضخامة🐻‍❄️ في البداية كان الأمر كوميدياً نوعاً ما، لكن كثرة تكراره كان مبالغاً به. وعدا عن ذلك، هي من الروايات التي تترك أثراً عميقاً في النفس عند الانتهاء منها لأنّ كل شيء يتوضح في النهاية ونعرف قصة دوكغو المؤثرة على لسانه."
4,2024-05-17,"‘Hayat bir dizi problem çözme sürecidir.’ . Always, 7/24 açık marketlerden biri, çok fazla çeşit yok içinde. Marketin emekli tarih öğretmeni olan sahibinin yolu bir evsizle kesişir. Ve bazen tüm değişimler tek bir kişiyle başlar. Dokgo evsizliğiyle, tutuk kelimeleriyle nasıl yapacaktır bunu? . Rahatsız Market, ittiğimiz-acıdığımız ya da tiksindiğimiz kişilerin bile hayatlarımıza dokunabileceğini, önyargılarımızdan ördüğümüz duvarları, iletişim eksikliğinin ne denli büyük yaralar açacağını, büyük büyük adımlar yerine bazen en güzel farklılığın kendi alanını temizlemekle başlayacağını gösteriyor. Kim Ho Yeon, çok okunan kitabında tesadüfleri de kullanıyor konfor alanlarını da. Ortaya sıcacık bir kurgu çıkıyor. Hem sahnede hem bir drama olarak izlemek isterdim Rahatsız Market’i. Kötülerin dahi yumuşak karınları olduğunu gösterdiği için en çok. Severek okudum. . Betül Tınkılıç’ın özenli çevirisi (özellikle dipnotlarıyla), Leonardo.Ai kapak görseliyle~"
3,2024-04-24,"Questo libro non svelerà i segreti dell'universo, ma invita a riflettere sulle proprie azioni, a prendere una pausa, mangiare qualcosa e ascoltare. Ho trovato alcune delle storie più belle di altre e alcuni personaggi li avrei presi a schiaffi, ma è il bello della vita. La storia del grosso Dokko e di tutti i coloriti vicini e clienti ha un che di poetico, senza diventare sdolcinato, vengono affrontati molti temi, alcuni in modo un po' superficiale, ma il fil rouge che li unisce è l'ascolto, aprire il cuore alle parole dell'altro senza giudizi. Alla fine è un libricino piccino, si legge in poche ore e non ha chissà quale messaggio filosofico che resta impresso a vita. Un pomeriggio in compagnia di questi personaggi e poi si torna alla vita di tutti i giorni."
4,2023-06-16,เห็นคะแนนรีวิวสูงก็อดไม่ได้ที่จะคาดหวัง 🥺 (อยากแก้นิสัยตรงนี้ของตัวเองจังเลย 55555) แต่ก็โอเค้ เล่มนี้ ไม่ผิดหวัง 👨🏻🏪 เนื้อเรื่องอบอุ่นใจ อ่านแล้วมีความสุข ชอบคุณทกโกมากๆ อ่านแล้วเรายิ้มเลย ชอบที่ความคิดที่ดูเหมือนจะไม่มีอะไรของคุณทกโกกลับเปลี่ยนมุมมองที่ยิ่งใหญ่ให้กับชีวิตของใครหลายๆ คนได้ ชอบความหยิบยื่นน้ำใจส่งต่อกันเป็นทอดๆ อ่านแล้วใจฟู๊ฟู และที่สำคัญเราชอบการบรรยายของนักเขียนมากเป็นพิเศษ เห็นภาพสถานที่ บรรยากาศได้ชัดมาก และทำเอาอยากนั่งกินรามยอนใส่ข้าวปั้นหน้าร้านสะดวกซื้อตอนกลางคืนชะมัดดดดดด ซอฟต์พาวเวอร์สุดๆ 555555 แต่ใดใด เราเกือบจะให้ 5 ดาวแล้วเชียว ติดอยู่ที่บทสุดท้ายนี่แหละ มันดึงอารมณ์ได้ไม่สุด และให้ความรู้สึกเหมือนเป็นคนละเรื่องกับทั้งหมดที่อ่านมาเลย เสียดาย
4,2026-05-07,"There really is comfort in quiet books like this. It's why I keep going back to them. Sometimes I find them more helpful than self-help books. The writing is easy to read with a good splash of wit and humor. I like that each character's story gets a chance to be told and for some reason, the seemingly homeless man, Dokgu , was the reason for the positive change in each of their lives, not to mention of course Mrs. Jeom 's kindness."
3,2024-03-10,"2'5* Aprobado raspado. Los primeros capítulos me gustaron mucho, simples y cozy, lo que buscaba. Me estaba resultando una lectura agradable y confortable, me sentía muy a gusto cuando me sumergía en la lectura. Pero los últimos capítulos se alejan un poco de la ambientación y el tono de los primeros, los personajes protagonistas me desagradaban, perdí toda la conexión con la lectura. El último capítulo terminó de estropearme la experiencia, para mí arruina toda la novela."
4,2024-09-10,"Me ha gustado bastante, tiene personajes muy reales (Si-hyeon es yo) y conflictos muy humanos con resoluciones a veces curiosas, a veces insólitas. No creo que nadie se encuentre a sí mismo con este libro (como el subtítulo indica) pero el camino de los personajes es muy entretenido y el último capítulo es todo un viaje."
4,2025-02-15,"Um livro com uma mensagem poderosa sobre segundas oportunidades, sobre os laços que nos unem e nos salvam. Um livro sobre os pequenos gestos, sobre as ações simples do dia a dia que tem o poder de transformar e até de nos salvar. Um livro de leitura simples e direta, com uma escrita muito fluida e cativante."
4,2023-05-14,4/5 ⭐️ Novel ini jadi salah satu novel Korea favoritku sekarang! Sayang banget sama Ibu Bos dan Dokgo. 🫶🏻✨ Ikutan PO-nya tapi baru baca sekarang astaga. (Mana bonusnya mindful .) Nanti aku reviu! 🫧
5,2021-11-19,따뜻하고 가벼운 힐링소설이었다.
5,2024-03-16,"Na świeżą ranę zawsze przyda się plaster – tym właśnie była dla mnie ta książka. 🩹❤️ Nawet nie zauważyłam, kiedy się skończyła."
3,2024-06-04,*6'5*??? Tengo muchos sentimientos encontrados rn. #clublecturacoquette
5,2024-06-25,"Ciepła i otulająca opowieść o roli rozmowy, relacji i przebaczenia. Dziękuję, panie Kim! 🫰"
4,2025-07-03,"Sometimes, all it takes is one small act of kindness to change everything. The Second Chance Convenience Store is a quiet, beautiful story set not in some grand cityscape but inside a humble convenience store near Seoul Station. This isn’t a flashy story. It doesn’t rely on plot twists or dramatic turns. Instead, it leans into the quiet poetry of everyday life—the smell of instant noodles, community and kindness. Mrs.Yeom the owner of the convenience store is definitely a character. She was fierce,compassionate, and wise. And she knew people, not like in surface level, but something that others take time to see. “how can a convenience store save your life?” That’s what I kept asking myself while reading The Second Chance Convenience Store by Kim Ho‑yeon. Then i realised, it can. And it’s not about the store, it’s about the people. It’s a story of small kindnesses—shared coffee, returned wallets, eyes that finally see you. This book?It’s not loud.But it stays with you—quietly—like a memory you didn’t know you missed. I don’t want to elaborate about the characters, that's for you guys to find out. But this book offers no flashy changes, but a slow life and slow changes. That's what i loved about this book. “Sometimes, the smallest gestures carry the greatest weight.” “Kindness is not a grand act; it’s a simple choice we make every day.” “In a world rushing by, a moment of stillness can save a life.” “Sometimes, simply showing up is the bravest thing a person can do.” “Everyone carries their own scars; some are just easier to hide.”"
5,2025-08-29,"Dokgo as the main character who drives the story in a convenience store called Always Convenience. Although Dokgo is the main character, other characters also play roles in the meaning of a life full of challenges and ups and downs. By delving into the stories of characters such as the employees and employer at Always Convenience, readers also experience the lives of the loyal customers who come here everyday. At the beginning of the story, we know that Dokgo is a homeless person. He does not know his identity or how he came to be in such a state. Until one day, Dokgo helps Mrs. Yeom, who lost her wallet at Seoul Station. From there, Dokgo’s life begins as a night shift worker at Always Convenience as a token of gratitude for his kindness to Mrs. Yeom. By offering advice and emotional support for the life problems faced by customers, at the same time, Dokgo begins to remember who he is and how he became homeless (I won’t spoil it, so it remains exciting to read). Besides Dokgo, Mrs. Yeom has a big heart. Even though she could live comfortably on her pension as a history teacher, she will not close Always Convenience because she knows her employees need to continue working there to live. That is why she does not want to close, let go, or sell Always Convenience to anyone, not even her own son. People who appear calm often have their own stories that we do not know. Behind calmness, there can be burdensome problems. So, whatever problems one faces… do not keep them bottled up. If there is family who understands, express it to them. If there are friends who can help, ask for their advice. Not all problems can be kept inside alone and handled hastily. That is the lesson I learned from this book."
3,2026-06-16,"W sumie nie do końca wiem, jak ocenić tę książkę. Z jednej strony jest to bardzo przyjemna lektura, taka gdy masz chandrę i potrzebujesz czegoś miłego i przytulnego, do ukojenia. I w tym temacie książka spełnia te oczekiwania. Bo człowiek potrzebuje wierzyć, że na tym świecie jest więcej takich osób jak pani Yeom, która potrafi spojrzeć głębiej i bezinteresownie podać dłoń potrzebującemu. Z drugiej strony rozwiązanie ""zagadki"" tożsamości bezdomnego było zrobione tak, jakby autorowi trochę zabrakło pomysłu jak poprowadzić ten wątek, a chciał już skończyć książkę. Chyba wolałabym, aby to pozostało tajemnicą do końca. Tak czy siak, była to przyjemna lektura, ale nie wiem, czy taka, aby sięgnąć po nią jeszcze raz. Może więc 3.2* ?"
4,2025-07-14,"This is such a gentle, thoughtful read. All about second chances, and not giving up even when you feel utterly hopeless. It’s definitely a comforting read, a little heartbreaking at times, but as each chapter follows a different character, all centred around this one convenience store, you can really soak in each individual story. If you’re looking for something short and sweet, I would recommend!"
4,2025-04-16,"The Second Chance Convenience Store by Ho-Yeon Kim Writing: B Story: B Characters: B+ Setting: B Best Aspect: I enjoyed the story as a whole; it was short and sweet. Worst Aspect: Something was lost in translation perhaps, I just never felt ‘into’ the book. Recommend: Yes."
3,2024-12-23,"Absoluut geen slecht boek, maar gewoon niet echt mijn ding. Kan me voorstellen dat anderen hier wel meer van kunnen genieten!"
4,2026-01-10,"Nigdy azjatycka literatura mnie nie urzekała, ale ta pozycja ma w sobie coś magicznego. Miła historia do niezobowiązującego poczytania. Polecam."
5,2024-07-04,"echt een goed boek! leest makkelijk weg en de personages zijn interessant, en het is ook bijzonder om te zien wat voor aannames ze over elkaar hebben. De manier waarop tussen personages wordt gewisseld is echt goed gedaan! zeker een aanrader om tussendoor te lezen, best een comfort boek :)"
4,2026-01-23,"A very sweet and simple little book! It kind of reminded me of a fable— a very straightforward story but with deeper, heavier themes underneath the surface."
3,2025-10-15,2.5
2,2026-07-16,"Διδακτικό, ηθικοπλαστικό, αισιόδοξο και εκτός πραγματικότητας."
3,2026-03-30,it was a simple yet very wholesome premise. it costs nothing to be kind! :) have read better healing asian fiction though! (maybe just lost the mood to thoroughly enjoy this).
3,2024-12-10,"Cozy literatura. Gizatasunaz, elkarri laguntzeaz. Erori eta berriro altxatzeaz. Erraza eta polita. Armonikoa bezain asiatikoa. Neguan mikrouhin labean berotutako platera bezain erosoa da lan hau. Ezagutzen duzun zaporeak ematen dizun lasaitaduna du. Toki seguru bat da denda bera eta nobela osoa. Oso hego korearra. Oso happy confort end. Txarrena izenburua bera izan liteke."
4,2025-05-29,"Una novela sobre las segundas oportunidades, de esas que te deja con el corazón calentito, motivación para enfrentarte a un cambio. Un libro que recomiendo mucho a aquellas personas que les gusten las novelas feelgood o necesiten un libro-abrazo en este momento 😊"
3,2024-08-22,"Uit nieuwsgierigheid dit boek gelezen maar ik vind het niet echt mijn genre van lezen. Een dakloze man helpt een oudere vrouw door haar portemonnee die ze kwijt was terug te geven. Het begin van een ander, nieuw bestaan voor Dokgo. Soms wel mooie bewoordingen zoals de ongemakkelijke gemakswinkel, de uitleg van hun buurtwinkel die Dokgo ‘s nachts helpt uitbaten. Op die manier komt hij in contact met diverse mensen. Zijn manier van zijn spreekt veel mensen aan waardoor de winkel betere inkomsten genereert. Gaandeweg keert ook zijn geheugen terug doordat hij stopt met alcohol drinken. Het laatste hoofdstuk always vond ik dan wel boeiend omdat je dan heel veel info krijgt over Dokgo, wie hij was in zijn verleden."
3,2025-09-29,"3,5 me gustó tanto!!! es como un pequeño abrazo al alma, deja taaaan claro que nunca sabes lo que está pasando en la vida de otra persona cuando te la cruzas y que no cuesta nada ser amable. qué bonito de verdad"
4,2025-11-02,"bardzo żałuję, że ujawnili jego przeszłość :((("
5,2022-11-26,"Rasanya bukan hal yang berlebihan kalau aku beri rating 5 bintang untuk novel ini. Berawal dari enggak sengaja baca cuitan dari salah 1 STAY (sebutan untuk penggemar K-Pop group, Stray Kids) yang berkesempatan menjadi pembaca & mereviu novel ini sebelum resmi dirilis. Jujur, tadinya aku enggak punya ekspektasi apa-apa. Motivasi ikut prapesan novel ini murni karena penasaran dengan novel yang dibaca Seungmin (salah satu anggota Stray Kids). Tapi ternyata aku salah. Novel ini benar-benar seru dan mampu membuatku keterusan baca. Mungkin hanya rasa kantuk dan capai yang bisa membuatku menutup buku untuk sementara. Minimarket yang Merepotkan ini mengisahkan Dokgo, sang karakter utama yang seorang tunawisma gagap, dan ""socially awkward"". Dokgo bertemu dengan Ibu Yeom setelah ia menemukan dompet Ibu Yeom di Stasiun Seoul. Awalnya, Ibu Yeom curiga dan berprasangka buruk dengan Dokgo, si tunawisma yang mirip seorang beruang. Namun, lama kelamaan, Ibu Yeom dibuat takjub oleh semua tingkah & sikap Dokgo. Hingga Ibu Yeom menjulukinya sebagai tunawisma yang berprinsip. Dari sinilah perjalanan hidup Dokgo yang baru dimulai. Dokgo akhirnya bekerja paruh waktu di minimarket milik Ibu Yeom. Di minimarket ini juga, Dokgo mulai belajar menjadi ""manusia"". Ia seperti terlahir kembali ke dunia. Dokgo mulai bertemu dengan beragam karakter yang punya cerita hidup berbeda-beda. Pertemuan Dokgo dengan mereka tidak hanya mampu mengubah prejudice buruk orang-orang tersebut terhadap Dokgo. Namun juga membuat Dokgo kembali mengingat masa lalunya yang sudah lama terkubur dalam ingatan akibat sakit demensia yang dia derita. Dokgo memang karakter yang unik, menarik, dan misterius. Novel ini ditulis dengan penceritaan yang sangat rapi. Semua karakter diceritakan secara runut, sehingga seru untuk diikuti, dan semakin membuat penasaran. Makanya, wajar banget kalau kamu juga enggak bisa berhenti bacanya. Hehe. Meskipun novel terjemahan, bahasa yang digunakan bagus, enak diikuti, dan enggak aneh sama sekali. Jadi, membaca novelnya pun bisa lebih cepat. Padahal tadinya aku ragu banget bisa selesaiin novel 400 halaman ini dengan cepat. Berhubung reading span-ku udah enggak sebagus dulu lagi. Eh, ternyata beneran bisa cepat selesai. Waktu baca novel ini, aku sambil bayangin semua adegan dan karakternya. Rasanya, enggak bakal heran kalau suatu saat novel ini akan diangkat jadi slice-of-drama berepisode pendek seperti Move To Heaven. Novel ini aku rekomendasikan banget untuk dibaca, karena selain cerita dan bahasanya yang cukup ringan, novel ini menghadirkan cerita hidup berbagai karakter yang mungkin beresonansi dengan beberapa kisah hidup kita. Kita jadi bisa refleksi diri, merenung, sekaligus belajar banyak dari kehangatan cerita Dokgo dan semua karakter di novel ini."
4,2024-06-03,"“A vida era uma série de resoluções de problemas.” Esse livro apresenta histórias de diferentes personagens interligadas pela loja de conveniência. Isso pode parecer confuso, e sem dúvidas foi diferente para mim, mas eu gostei de como cada personagem é apresentado e de como tudo vai se resolvendo, de como conseguimos ver que o que um personagem faz, pode afetar de forma positiva ou negativa tanto o seu futuro, quanto o de outros personagens. Apesar de ser diferente, como eu comentei, o autor apresenta essas histórias de uma forma muito envolvente, fazendo com que seja uma leitura tranquila e rápida. Ele mostra diferentes personagens, com diferentes personalidades e motivações, em diferentes fases da vida, e como cada atitude que eles tomaram ao longo da vida gera uma reação. Você pode não se identificar com todos os personagens, mas vai ficar envolvido nas histórias e ter empatia. E principalmente, você vai querer saber mais sobre a história do Dok-go e descobrir sobre seu passado. Gostei muito da construção e de como o autor consegue apresentar os personagens. Em muitos momentos consegui pegar algumas lições de vida que posso aproveitar, assim como fiquei inspirada e motivada. Apesar disso, eu não consegui gostar tanto do livro quanto eu gostei de alguns outros do mesmo gênero, principalmente pelo final. Pode ser que muitas pessoas consigam entender como vai ser o final antes de chegar lá, mas eu não fazia ideia, então o que acontece me deixou muito surpresa e triste, principalmente por motivos pessoais. Geralmente eu termino um livro e já escrevo a resenha, mas esse eu precisei pensar um pouco sobre o que eu queria falar e como eu queria fazer isso, mesmo assim, ainda acho que o resultado ficou um pouco confuso, assim como meus sentimentos em relação ao livro. A nota que estou dando é relacionada a tudo que acontece durante todo o livro, algo que não consigo anular somente porque o final me deixou com alguns sentimentos ruins. Sendo assim, eu com certeza recomendo a leitura, porque vale mesmo a pena. É muito interessante ler sobre conflitos e problemas que podemos ter na nossa vida, assim como ver que a resolução deles algumas vezes nem é tão difícil se olharmos de outra perspectiva."
